Category;ProductNaam;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw
Vlees, vis, eiergerechten;Rundergehakt rauw ;bal;110;211;19;1;15;7;8;0.5;0.3;68;0;0;66;9;2.5;27;7;4.79;288;172;17;0.03;0.07;0.17;2.2;24;0.1;0.2;5;4;0;0.8;0;9
Vlees, vis, eiergerechten;Rundergehakt rul bereid mz ;portie;80;232;25;1;14;6;8;0.5;0.6;30;0;0;500;21;2.9;21;9;4.8;325;180;18;0.05;0.16;0.28;2.55;16;0.1;0.6;5;4.6;0;0.7;0;7.2
Vlees, vis, eiergerechten;Rundergehakt rul bereid zz ;portie;80;232;25;1;14;6;8;0.5;0.6;30;0;0;66;21;2.9;21;9;4.8;325;180;18;0.05;0.16;0.28;2.55;16;0.1;0.6;5;4.6;0;0.7;0;7.2
Vlees, vis, eiergerechten;Rundergehaktbal+ei ber mz ;stuks;100;227;22;7;12;6;7;0.5;0.5;44;0;0.7;500;24;2.7;27;8;4.08;297;187;25;0.06;0.17;0.25;2.11;13;0.2;0.7;10;3.9;0.3;6.3;5;8.5
Vlees, vis, eiergerechten;Rundergehaktbal+ei bereid zz ;stuks;100;227;22;7;12;6;7;0.5;0.5;44;0;0.7;405;24;2.7;27;8;4.08;297;187;25;0.06;0.17;0.25;2.11;13;0.2;0.7;10;3.9;0.3;6.3;5;8.5
Vlees, vis, eiergerechten;Runderklapstuk bereid mz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;500;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Runderklapstuk bereid zz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;58;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Runderklapstuk rauw ;lapje;100;166;20;0;9;4;5;0.4;0.2;64;0;0;58;5;2.5;25;7;4.43;290;140;2;0.04;0.07;0.09;2.3;0;0.4;0.2;5;4.2;0;0;0;6.9
Vlees, vis, eiergerechten;Runderlenderollade rauw ;lapje;100;126;23;0;4;2;2;0.2;0.1;62;0;0;110;5;2.2;26;6;3.47;368;225;2;0.03;0.05;0.43;1.8;;0.1;0.2;5;6.3;0;0;0;10
Vlees, vis, eiergerechten;Runderlever gebakken zz ;lapje;80;185;28;2;7;3;4;;;290;0;0;100;11;7.8;22;61;8.2;250;390;10.9;0.21;3.1;0.64;110;9;0.2;0.2;1.057;11.5;0;4;0;13.9
Vlees, vis, eiergerechten;Runderlever gekookt mz ;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;500;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3
Vlees, vis, eiergerechten;Runderlever gekookt zz ;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;100;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3
Vlees, vis, eiergerechten;Runderlever rauw ;lapje;100;124;21;2;4;1;2;;0.3;270;0;0;81;6;7;19;14;4;320;360;9.472;0.23;3.1;0.83;94;23;0.2;0.4;1.205;13.4;0;2;0;17.4
Vlees, vis, eiergerechten;Rundernier rauw ;stukje;100;88;17;0;2;1;1;;0.2;265;0;0;170;11;7.2;16;150;1.9;240;240;105;0.5;2.53;0.37;15;8;1;0.6;63;6;0;0;0;14
Vlees, vis, eiergerechten;Runderpoelet bereid zz ;portie;80;196;31;1;8;3;4;0.3;0.5;33;0;0;62;7;3.7;21;10;9.2;402;180;15;0.03;0.09;0.21;2.59;0;0.8;1;5;5.9;0;0.5;0;5.8
Vlees, vis, eiergerechten;Runderpoelet rauw ;portie;100;115;22;0;3;1;2;0.1;0;56;0;0;62;5;2.2;25;7;4.45;370;170;2;0.04;0.07;0.23;2.3;0;0.2;0.1;5;6.3;0;0;0;7.7
Vlees, vis, eiergerechten;Runderriblappen bereid mz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;500;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3.67;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Runderriblappen bereid zz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;58;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3.67;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Runderriblappen rauw ;lapje;100;171;21;0;10;4;5;0.4;0.2;64;0;0;58;5;2.5;25;7;4.43;290;140;2;0.04;0.07;0.09;2.2;0;0.4;0.2;5;4.2;0;0;0;6.7
Vlees, vis, eiergerechten;Runderrollade bereid ;portie;80;167;28;1;6;2;3;0.2;0.4;55;0;0;673;5;3.7;26;9;5.6;382;200;9;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Runderrosbief bereid mz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Runderrosbief bereid zz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Runderrosbief rauw ;broodbeleg;20;122;23;0;3;2;2;0.1;0.1;46;0;0;110;5;2;26;6;3.47;368;225;2;0.04;0.05;0.43;1.8;0;0.1;0.2;5;5.3;0;0;0;9.8
Vlees, vis, eiergerechten;Runderschenkel bereid mz ;stukje;75;196;31;1;8;3;4;0.3;0.5;33;0;0;500;7;3.7;21;10;9.2;402;180;15;0.03;0.09;0.21;2.59;0;0.8;1;5;5.9;0;0.5;0;5.8
Vlees, vis, eiergerechten;Runderschenkel bereid zz ;stukje;75;196;31;1;8;3;4;0.3;0.5;33;0;0;62;7;3.7;21;10;9.2;402;180;15;0.03;0.09;0.21;2.59;0;0.8;1;5;5.9;0;0.5;0;5.8
Vlees, vis, eiergerechten;Runderschenkel rauw ;stuks;450;113;23;0;3;1;2;0.1;0;56;0;0;62;5;2.2;25;7;4.45;370;170;2;0.04;0.07;0.2;2.3;0;0.1;0.1;5;6.3;0;0;0;7.5
Vlees, vis, eiergerechten;Rundersucadelap bereid mz ;gram;1;249;33;0;13;6;8;0.5;0.5;40;0;0;500;12;4;26;8;7;275;220;27;0.03;0.1;0.04;4.18;0;0.7;1.2;5;2.6;0;0;0;6.7
Vlees, vis, eiergerechten;Rundersucadelap bereid zz ;gram;1;249;33;0;13;6;8;0.5;0.5;40;0;0;110;12;4;26;8;7;275;220;27;0.03;0.1;0.04;4.18;0;0.7;1.2;5;2.6;0;0;0;6.7
Vlees, vis, eiergerechten;Rundersucadelappen rauw ;lapje;100;137;21;0;6;3;3;0.3;0.1;62;0;0;110;5;2.5;25;7;4.43;312;225;2;0.05;0.07;0.1;2.5;0;0.1;0.2;5;5;0;0;0;10.8
Vlees, vis, eiergerechten;Rundertartaar bereid mz ;stuks;70;189;26;1;9;4;5;0.4;0.6;77;0;0;500;8;2.6;21;8;5.5;340;180;21;0.04;0.19;0.28;2.74;16;0.8;1;5;5.9;0;1.2;0;7
Vlees, vis, eiergerechten;Rundertartaar bereid zz ;stuks;70;189;26;1;9;4;5;0.4;0.6;77;0;0;110;8;2.6;21;8;5.5;340;180;21;0.04;0.19;0.28;2.74;16;0.8;1;5;5.9;0;1.2;0;7
Vlees, vis, eiergerechten;Rundertartaar rauw ;stuks;90;127;22;0;4;2;2;0.2;0.1;30;0;0;110;5;2.2;25;7;4.43;368;172;2;0.04;0.05;0.43;1.9;0;0.1;0.2;5;6.2;0;0;0;7.9
Vlees, vis, eiergerechten;Rundvlees <10g vet ber gem zz ;lapje;80;168;27;1;6;3;4;0.2;0.4;50;0;0;97;6;2.9;23;9;6.44;373;189;14;0.04;0.16;0.28;2.56;4;0.5;1;5;5.5;0;0.8;0;6.9
Vlees, vis, eiergerechten;Rundvlees <10g vet ber mz ;lapje;80;168;27;1;6;3;4;0.2;0.4;50;0;0;500;6;2.9;23;9;6.44;373;189;14;0.04;0.16;0.28;2.56;4;0.5;1;5;5.5;0;0.8;0;6.9
Vlees, vis, eiergerechten;Rundvlees <5g vet rauw gem ;lapje;100;114;23;0;3;1;2;0.1;0;50;0;0;74;5;2;25;8;4.05;369;183;2;0.04;0.06;0.26;1.9;0;0.1;0;5;6.2;0;0;0;8.1
Vlees, vis, eiergerechten;Rundvlees >10g vet ber gem ;lapje;60;247;24;3;15;6;9;0.3;0.6;45;0;0.2;97;16;2.7;22;8;4.91;306;174;19;0.11;0.17;0.14;2.69;7;0.4;0.8;5;3.3;0.1;2.9;2;7.2
Vlees, vis, eiergerechten;Rundvlees >10g vet ber mz ;lapje;60;247;24;3;15;6;9;0.3;0.6;45;0;0.2;500;16;2.7;22;8;4.91;306;174;19;0.11;0.17;0.14;2.69;7;0.4;0.8;5;3.3;0.1;2.9;2;7.2
Vlees, vis, eiergerechten;Rundvlees >5g vet rauw gem ;lapje;100;197;20;1;13;6;7;0.5;0.2;67;0;0;73;9;2.4;26;7;4.5;291;178;12;0.03;0.08;0.16;2.17;15;0.2;0.1;5;4.2;0;0.8;0;9.1
Vlees, vis, eiergerechten;Rundvlees gezout gedroogd ;gram;1;305;65;0;5;2;3;0.2;0.1;100;0;0;;95;9.7;;;;;160;61;0.02;0.25;;1.78;0;;;5;14.8;0;0;0;2.5
Vlees, vis, eiergerechten;Rundvlees gezouten rauw ;portie;100;150;24;0;6;3;3;0.3;0.1;60;0;0.2;;50;7.9;;;;;270;17;0.08;0.22;;1.3;0;;;5;6.1;0;0;0;11.3
Vlees, vis, eiergerechten;Salade eier- ;beleg toast ;;250;7;6;22;3;19;0.1;4.8;717;0;1.4;431;25;1.6;7;16;1.07;87;99;54;0.04;0.17;0.05;0.9;0;1.4;17.1;34;0.1;6;0.1;0;13.9
Vlees, vis, eiergerechten;Salade vis- ;beleg toast ;;287;8;7;25;3;22;0.2;7.4;172;0;1.2;557;78;0.7;15;28;0.32;188;149;28;0.04;0.11;0.23;0.75;0;6.2;23.8;11;3.1;5.3;2;3;18.6
Vlees, vis, eiergerechten;Salami ;broodbeleg;15;386;18;0;35;14;21;0.2;2.4;32;0;0;1.358;35;1.5;10;0;1.7;302;167;10;0.18;0.2;0.1;1.4;0;0.3;0.3;2;2.6;0.2;0;0;9.5
Vlees, vis, eiergerechten;Sardines in olie blik ;beleg toast ;;238;23;0;16;4;12;0.1;4.4;80;0;0;337;500;3.1;46;49;2.2;368;520;6;0.01;0.29;0.18;15;0;5;0.3;6;6.9;0;0;0;22.3
Vlees, vis, eiergerechten;Sat? kip- met saus ;portie;50;187;18;7;10;3;7;0.2;2.5;51;0;0.9;660;20;1.6;47;8;1.3;352;200;0;0.04;0.04;0.21;;0;0.3;2.3;;9.2;0;6.8;18;11.3
Vlees, vis, eiergerechten;Sat? varkens- met saus ;stokje;50;213;17;7;13;4;9;0.1;2.7;53;0;0.9;711;38;1;47;8;1.3;270;230;8;0.18;0.08;0.36;;0;0.3;2.3;;7.3;0;6.8;18;13.6
Vlees, vis, eiergerechten;Saucijs ;stuks;75;308;22;1;24;9;16;0.3;2.4;38;0;0;715;15;1.6;19;12;2.4;285;160;23;0.27;0.16;0.18;1.16;0;0.1;0.5;4;3.8;0;0.9;0;7.2
Vlees, vis, eiergerechten;Schapengehakt k?fte Turks ;portie;80;201;23;4;11;5;6;0.9;0.3;78;0;0.9;787;14;2.6;;;;337;;;0.03;0.18;0.13;2.13;;;;3;;0;3.8;0;
Vlees, vis, eiergerechten;Schapengehakt rauw ;bal;110;193;19;0;13;6;7;0.6;0.2;77;0;0;69;17;2;21;2;3.95;310;190;5;0.03;0.18;0.14;2.1;0;0.4;0.2;3;4.8;0;0;0;9.8
Vlees, vis, eiergerechten;Schapenvlees <10 gvet rauw ;lapje;100;160;21;0;9;4;5;0.4;0.2;74;0;0;70;12;2.1;22;2;3.2;330;190;6;0.05;0.2;0.15;2;0;0.1;0.1;6;5.4;0;0;0;9.3
Vlees, vis, eiergerechten;Schapenvlees >10g vet rauw ;lapje;100;293;17;0;25;12;13;1.2;0.4;58;0;0;100;10;2.1;24;2;2.9;350;200;0;0.12;0.1;0.09;1.5;0;0.5;0.1;3;3.5;0;0;0;11.8
Vlees, vis, eiergerechten;Schapenvlees bereid mz ;;;350;26;0;28;13;15;2.3;0.4;115;0;0;500;20;2;27;4;4.6;370;230;8;0.14;0.31;0.29;2.2;0;0.6;0.1;2;6;0;0;0;8.9
Vlees, vis, eiergerechten;Schapenvlees bereid zz ;product ;;350;26;0;28;13;15;2.3;0.4;115;0;0;56;20;2;27;4;4.6;370;230;8;0.14;0.31;0.29;2.2;0;0.6;0.1;2;6;0;0;0;8.9
Vlees, vis, eiergerechten;Schapenvlees rauw ;lapje;100;293;17;0;25;12;13;1.2;0.4;58;0;0;100;10;2.1;24;2;2.9;350;200;0;0.12;0.1;0.09;1.5;0;0.5;0.1;3;3.5;0;0;0;11.8
Vlees, vis, eiergerechten;Schar gebakken/gestoofd mz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;500;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Schar gebakken/gestoofd zz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;93;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Schelvis (magnetron) z toev ;magnetron;;100;22;0;1;0;1;0;0;91;0;0;93;16;0.4;25;57;0.5;262;179;0;0.06;0.12;0.24;2;;;;7;4;0;0;0;8
Vlees, vis, eiergerechten;Schelvis gebak/gestoofd mz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;500;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Schelvis gebak/gestoofd zz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;93;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Schelvis gekookt mz ;portie;120;105;23;1;1;0;1;0;0;73;0;0;500;29;0.5;26;37;0.4;330;330;;0.07;0.04;0.06;2;0;1.8;0;10;4;0;1;0;14.3
Vlees, vis, eiergerechten;Schelvis gekookt zz ;portie;120;105;23;1;1;0;1;0;0;73;0;0;93;29;0.5;26;37;0.4;330;330;;0.07;0.04;0.06;2;0;1.8;0;10;4;0;1;0;14.3
Vlees, vis, eiergerechten;Schelvislever blik ;broodbeleg;15;409;7;0;42;8;34;0;1.3;340;0;0;250;12;2;;;;150;175;2.538;0.06;0.65;0.1;;0;;;300;5.4;0;0;0;25
Vlees, vis, eiergerechten;Schnitzel ongepan bereid mz ;lapje;100;150;31;0;3;1;2;0;0.3;41;0;0;500;6;1.5;28;15;1.9;416;240;6;0.49;0.07;0.13;0.8;0;0.4;0.3;5;6.6;0;0;0;7.7
Vlees, vis, eiergerechten;Schnitzel ongepan bereid zz ;lapje;100;150;31;0;3;1;2;0;0.3;41;0;0;54;6;1.5;28;15;1.9;416;240;6;0.49;0.07;0.13;0.8;0;0.4;0.3;5;6.6;0;0;0;7.7
Vlees, vis, eiergerechten;Schol (magnetron) z toev ;magnetron;;140;29;0;3;1;2;0;0;98;0;0;93;16;0.5;22;42;;262;179;0;0.06;0.12;0.15;1;2;0;0.9;8;4;0;0;0;6.2
Vlees, vis, eiergerechten;Schol gebakken zz ;stukje;120;194;22;2;11;4;7;0.4;1.2;85;0;0;93;101;0.9;30;48;1;372;125;;0.04;0.11;0.08;2;2;1.4;2.6;20;4;0;2;4;5.7
Vlees, vis, eiergerechten;Schol gekookt mz ;portie;120;98;19;1;2;1;2;0;0;70;0;0;500;53;0.4;22;40;0.6;250;300;;0.26;0.17;0.05;1;2;0;0.4;8;4;0;1;0;15.8
Vlees, vis, eiergerechten;Schol gekookt zz ;portie;120;98;19;1;2;1;2;0;0;70;0;0;150;53;0.4;22;40;0.6;250;300;;0.26;0.17;0.05;1;2;0;0.4;8;4;0;1;0;15.8
Vlees, vis, eiergerechten;Schol rauw ;portie;150;93;19;0;2;0;2;0;0;70;0;0;100;16;0.7;22;37;0.5;262;179;16;0.06;0.12;0.15;0.6;2;0;0.8;8;4;0;0;0;9.4
Vlees, vis, eiergerechten;Scholfilet gebakken/gestoofd m ;portie;120;112;19;1;4;1;3;0;0.5;;0;0;500;74;0.3;22;61;0.68;274;180;19;0.22;0.53;0.19;1;0;2;1.4;8;1.8;0;0.5;0;9.5
Vlees, vis, eiergerechten;Scholfilet gebakken/gestoofd z ;portie;120;112;19;1;4;1;3;0;0.5;;0;0;93;74;0.3;22;61;0.68;274;180;19;0.22;0.53;0.19;1;0;2;1.4;8;1.8;0;0.5;0;9.5
Vlees, vis, eiergerechten;Schouderham ;broodbeleg;20;138;17;2;7;2;5;0;0.6;53;0;0;1.004;5;1;19;11;2.3;306;290;4;0.4;0.21;0.2;0.53;0;0.3;0.2;5;3;1.7;0.1;0;16.8
Vlees, vis, eiergerechten;Schouderkarbonade ber mz ;product ;;272;28;0;18;7;12;0.4;1.9;38;0;0;500;10;2;28;17;2.2;378;210;9;0.55;0.04;0.17;1.38;0;0.4;0.2;4;7.6;0;0;0;7.6
Vlees, vis, eiergerechten;Schouderkarbonade ber zz ;product ;;272;28;0;18;7;12;0.4;1.9;38;0;0;62;10;2;28;17;2.2;378;210;9;0.55;0.04;0.17;1.38;0;0.4;0.2;4;7.6;0;0;0;7.6
Vlees, vis, eiergerechten;Schouderkarbonade rauw ;product ;;197;19;0;13;5;8;0.1;1.3;64;0;0;62;13;0.7;23;13;2.04;347;210;0;0.69;0.04;0.18;0.94;0;0.6;0;3;4.2;0;0;0;10.8
Vlees, vis, eiergerechten;Shoarmavlees rauw ;portie;100;293;17;0;25;12;13;1.2;0.4;58;0;0;100;10;2.1;24;2;2.9;350;200;0;0.12;0.1;0.09;1.5;0;0.5;0.1;3;3.5;0;0;0;11.8
Vlees, vis, eiergerechten;Slakken rauw ;portie;100;81;16;2;1;0;1;0;0;;0;0;;170;3.5;250;;;;;30;;;;;15;;;4;;2;0;0;
Vlees, vis, eiergerechten;Slaving bereid zz ;stuks;80;299;21;0;24;9;14;0.7;1.7;38;0;0;687;15;1.6;17;12;2.4;285;160;23;0.27;0.16;0.18;1.56;0;0.1;0.5;5;4.8;0;0;0;7.6
Vlees, vis, eiergerechten;Slavink bereid zz ;stuks;80;299;21;0;24;9;14;0.7;1.7;38;0;0;687;15;1.6;17;12;2.4;285;160;23;0.27;0.16;0.18;1.56;0;0.1;0.5;5;4.8;0;0;0;7.6
Vlees, vis, eiergerechten;Slavink rauw ;stuks;105;282;17;0;24;10;14;0.2;2.4;59;0;0;687;11;1.1;19;10;2.53;288;133;0;0.21;0.12;0.11;1.1;0;0.6;0.1;3;5.5;0;0;0;7.9
Vlees, vis, eiergerechten;Soepballetjes blik ;bal;4;164;11;4;12;5;7;0.1;1.1;54;0;0;1.17;20;1.8;12;;;73;250;18;0.2;0.15;0.15;1.99;0;;;1;0;0;4;19;22.7
Vlees, vis, eiergerechten;Spareribs bereid z bot mz ;portie;75;308;22;1;24;9;16;0.3;2.4;38;0;0;500;15;1.1;19;12;2.4;285;160;23;0.27;0.16;0.18;1.38;0;0.1;0.5;4;3.8;0;0.9;0;7.2
Vlees, vis, eiergerechten;Spareribs bereid z bot zz ;portie;75;308;22;1;24;9;16;0.3;2.4;38;0;0;62;15;1.1;19;12;2.4;285;160;23;0.27;0.16;0.18;1.38;0;0.1;0.5;4;3.8;0;0.9;0;7.2
Vlees, vis, eiergerechten;Spareribs rauw zonder bot ;portie;50;260;18;0;21;8;12;0.2;2.1;64;0;0;62;;1.4;;;;;;0;;;;0.94;;0.6;;3;;0;0;0;
Vlees, vis, eiergerechten;Spek mager bereid ;lapje;75;424;26;0;36;12;24;0.2;5.1;50;0;0;62;8;0.8;23;14;2.3;380;190;8;0.41;0.16;0.26;1.03;0;0.4;0;0;4.4;0;0.3;0;7.4
Vlees, vis, eiergerechten;Spek ontbijt- ;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2
Vlees, vis, eiergerechten;Spek vers mager rauw ;lapje;100;329;17;0;29;11;19;0.1;3;50;0;0;62;6;0.6;17;13;1.82;380;190;0;0.53;0.11;0.26;0.7;0;0.6;0;1;4.2;0;0;0;11.4
Vlees, vis, eiergerechten;Spek vers vet bereid ;lapje;75;505;25;0;45;18;27;0.3;4.5;50;0;0;62;;0.8;;;;250;;;0.35;;0.25;1.03;0;;;1;;0;0;0;
Vlees, vis, eiergerechten;Spek vers vet rauw ;lapje;100;522;11;0;53;21;32;0.4;5.4;50;0;0;62;10;0.6;4;1;0.6;200;50;0;0.1;0.1;0.25;0.74;0;0.6;0;1;0.5;0;0;0;4.7
Vlees, vis, eiergerechten;Speklap rauw ;lapje;100;329;17;0;29;11;19;0.1;3;50;0;0;62;6;0.6;17;13;1.82;380;190;0;0.53;0.11;0.26;0.7;0;0.6;0;1;4.2;0;0;0;11.4
Vlees, vis, eiergerechten;Sprot gebakken ;product ;;334;22;3;26;5;22;0;3.4;82;0;0.1;483;34;1.2;24;29;0.72;367;210;269;0.1;0.28;0.38;6.27;0;8.8;1.1;7;4.8;0.2;2.8;2;9.7
Vlees, vis, eiergerechten;Sprot rauw ;portie;120;283;17;0;24;6;18;0;0.5;108;0;0;91;36;1.3;26;31;0.76;323;222;288;0.1;0.3;0.41;6.73;1;9.5;2;9;5.1;0;0;0;12.8
Vlees, vis, eiergerechten;Sprotfilet gerookt ;gram;1;212;20;0;15;5;10;0;0.1;76;0;0;1.628;19;1.1;37;10;1.7;231;250;;0.16;0.17;0.45;7;0;13;0.5;7;8.8;0;0;0;12.6
Vlees, vis, eiergerechten;Stokvis geweekt ;portie;120;138;33;0;1;0;1;0;0;;0;0;100;;0.5;;;;;;12;;;0.2;1;2;;;0;;0;0;0;
Vlees, vis, eiergerechten;Stokvis geweekt ;gram;1;138;33;0;1;0;1;0;0;;0;0;100;;0.5;;;;;;12;;;0.2;1;2;;;0;;0;0;0;
Vlees, vis, eiergerechten;Struisvogelbiefstuk bereid mz ;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8
Vlees, vis, eiergerechten;Struisvogelbiefstuk bereid zz ;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8
Vlees, vis, eiergerechten;Struisvogelbiefstuk rauw ;filet;125;110;23;0;2;1;1;0;0.3;70;0;0;53;6;0.6;30;18;0.65;351;219;30;0.08;0.03;0.67;0.2;;2.5;0.6;8;11.4;0;0;0;9.4
Vlees, vis, eiergerechten;Sucadelappen bereid mz ;lapje;60;249;33;0;13;6;8;0.5;0.5;40;0;0;500;12;4;26;8;7;275;220;27;0.03;0.1;0.04;4.18;0;0.7;1.2;5;2.6;0;0;0;6.7
Vlees, vis, eiergerechten;Sucadelappen bereid zz ;lapje;60;249;33;0;13;6;8;0.5;0.5;40;0;0;110;12;4;26;8;7;275;220;27;0.03;0.1;0.04;4.18;0;0.7;1.2;5;2.6;0;0;0;6.7
Vlees, vis, eiergerechten;Sucadelappen rauw ;lapje;100;137;21;0;6;3;3;0.3;0.1;62;0;0;110;5;2.5;25;7;4.43;312;225;2;0.05;0.07;0.1;2.5;0;0.1;0.2;5;5;0;0;0;10.8
Vlees, vis, eiergerechten;Tartaar runder- bereid mz ;stuks;70;189;26;1;9;4;5;0.4;0.6;77;0;0;500;8;2.6;21;8;5.5;340;180;21;0.04;0.19;0.28;2.74;16;0.8;1;5;5.9;0;1.2;0;7
Vlees, vis, eiergerechten;Tartaar runder- bereid zz ;stuks;70;189;26;1;9;4;5;0.4;0.6;77;0;0;110;8;2.6;21;8;5.5;340;180;21;0.04;0.19;0.28;2.74;16;0.8;1;5;5.9;0;1.2;0;7
Vlees, vis, eiergerechten;Tartaar runder- rauw ;stuks;90;127;22;0;4;2;2;0.2;0.1;30;0;0;110;5;2.2;25;7;4.43;368;172;2;0.04;0.05;0.43;1.9;0;0.1;0.2;5;6.2;0;0;0;7.9
Vlees, vis, eiergerechten;Tong (magnetron) z toev ;magnetron;;116;25;0;2;1;2;0;0;92;0;0;93;16;0.4;25;51;0.46;262;179;30;0.06;0.12;0.15;1;2;8;0.8;8;4;0;0;0;7.3
Vlees, vis, eiergerechten;Tong (vis) gebakken zz ;vis;;194;22;2;11;4;7;0.4;1.2;85;0;0;93;101;0.9;30;48;1;372;125;;0.04;0.11;0.08;2;2;1.4;2.6;20;4;0;2;4;5.7
Vlees, vis, eiergerechten;Tong (vis) gekookt mz ;vis;;105;23;1;1;0;1;0;0;73;0;0;500;29;0.5;26;37;0.4;330;330;;0.07;0.04;0.06;2;0;1.8;0;10;4;0;1;0;14.3
Vlees, vis, eiergerechten;Tong (vis) gekookt zz ;vis;;105;23;1;1;0;1;0;0;73;0;0;93;29;0.5;26;37;0.4;330;330;;0.07;0.04;0.06;2;0;1.8;0;10;4;0;1;0;14.3
Vlees, vis, eiergerechten;Tong (vlees) bereid mz ;vlees;;188;17;0;13;6;8;;;;0;0;500;;3;;;;;;6;;;;4.9;;;;;;0;0;0;
Vlees, vis, eiergerechten;Tong (vlees) bereid zz ;vlees;;188;17;0;13;6;8;;;;0;0;;;3;;;;;;6;;;;4.9;;;;;;0;0;0;
Vlees, vis, eiergerechten;Tong (vlees) rauw ;vlees;;188;17;0;13;6;8;;;;0;0;;;3;;;;;;6;;;;4.9;;;;;;0;0;0;
Vlees, vis, eiergerechten;Tongschar (magnetr) z toev ;magnetr;;119;24;0;3;1;2;0;0;98;0;0;93;16;0.7;;;;262;179;14;0.06;0.12;0.15;1.8;2;;;6;4;0;0;0;7.5
Vlees, vis, eiergerechten;Tonijn gebakken/gestoofd mz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;500;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Tonijn gebakken/gestoofd zz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;93;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Tonijn in olie blik ;beleg toast ;;207;26;0;11;2;10;0.1;5.4;56;0;0;372;12;1.6;33;90;1.1;291;200;372;0.02;0.12;0.51;5;0;3;3.5;4;16.1;0;0;0;7.7
Vlees, vis, eiergerechten;Tonijn in water blik ;beleg toast ;;117;26;0;1;1;1;0;0;56;0;0;345;8;1;27;78;0.7;254;170;372;0.02;0.11;0.47;4;0;0.4;4;3;14.4;0;0;0;6.5
